date,sample,GAN_ours_default_9seed,GAN_ours_tf_faithful,GAN_authors_checkpoints_ported,LS,Ridge
1999-12-31,test,0.001139,0.013180,0.013104,-1.951777,-0.536234
2000-01-31,test,0.022391,0.029249,0.039648,-0.268607,0.369321
2000-02-29,test,-0.039749,0.021072,-0.035497,-6.375932,-4.562135
2000-03-31,test,0.035514,0.029113,0.037071,3.567772,3.342491
2000-04-28,test,0.020191,-0.002667,0.011689,5.132103,2.803670
2000-05-31,test,0.007221,-0.016896,0.009702,1.472787,1.090329
2000-06-30,test,0.021718,0.032818,0.021227,1.704613,0.431847
2000-07-31,test,0.021211,0.022120,0.024411,1.498370,1.963416
2000-08-31,test,0.024770,0.024411,0.018835,1.283362,0.397713
2000-09-29,test,0.014549,0.009971,0.014446,1.494010,1.430150
2000-10-31,test,0.006065,0.005533,0.014520,1.059926,0.879055
2000-11-30,test,0.005790,-0.005703,0.023623,-0.342307,0.570153
2000-12-29,test,0.016106,0.001861,0.014092,1.839954,1.279810
2001-01-31,test,0.001629,0.044777,0.015500,2.232420,1.854484
2001-02-28,test,0.050434,0.052795,0.058929,3.659125,4.361155
2001-03-30,test,0.015433,0.012711,0.013243,0.785793,0.608801
2001-04-30,test,0.011227,0.017686,0.002107,1.566740,0.636563
2001-05-31,test,0.016764,0.022646,0.021083,0.820763,1.420542
2001-06-29,test,0.004577,0.007851,0.002025,0.940566,0.205410
2001-07-31,test,0.024876,0.029784,0.027849,1.575268,1.655656
2001-08-31,test,0.018031,0.011728,0.021154,1.181407,1.302824
2001-09-28,test,0.033526,0.021224,0.027907,1.089897,1.501612
2001-10-31,test,-0.013028,0.016314,-0.000661,-1.320611,-1.053298
2001-11-30,test,-0.008926,-0.000387,-0.008060,-2.053454,-1.619239
2001-12-31,test,0.004416,0.005316,0.005005,0.169362,0.236166
2002-01-31,test,0.025848,0.030894,0.024199,2.331708,1.566220
2002-02-28,test,0.031169,0.027228,0.033511,2.234797,1.886264
2002-03-28,test,-0.001730,0.018171,-0.000180,0.230180,-0.360667
2002-04-30,test,0.030832,0.033297,0.028126,2.849852,2.057763
2002-05-31,test,0.015236,0.012191,0.023057,0.556359,0.579900
2002-06-28,test,0.024121,0.020978,0.030080,1.969119,1.912300
2002-07-31,test,0.036054,0.019391,0.024245,1.733193,1.408364
2002-08-30,test,0.014843,0.016991,0.017884,0.523384,0.810034
2002-09-30,test,0.018405,0.014079,0.019756,1.941632,1.191911
2002-10-31,test,-0.000290,0.003006,0.005338,-0.249766,0.094823
2002-11-29,test,-0.042295,-0.012574,-0.030815,-4.244596,-3.417846
2002-12-31,test,0.057213,0.046844,0.042204,3.982616,3.654367
2003-01-31,test,0.005452,0.007421,0.017829,0.189905,0.712602
2003-02-28,test,0.000861,-0.001107,0.003564,-0.033869,-0.129929
2003-03-31,test,0.003118,0.006445,0.006604,-0.399146,-0.084603
2003-04-30,test,-0.013556,-0.007034,-0.016312,-1.715578,-1.037114
2003-05-30,test,-0.016720,0.002373,0.003427,-1.068287,-1.157007
2003-06-30,test,-0.002286,0.011259,0.003240,-0.103089,-0.258878
2003-07-31,test,-0.008811,0.003767,0.001631,-0.756110,-0.726287
2003-08-29,test,0.009152,0.000441,0.002762,0.183058,0.162167
2003-09-30,test,0.011524,0.011041,0.018138,-0.293827,0.413605
2003-10-31,test,-0.004065,0.007253,-0.009656,-1.029955,-0.819972
2003-11-28,test,-0.001426,-0.003104,-0.006928,-0.530217,-0.173765
2003-12-31,test,0.014485,0.006338,0.003978,1.645389,1.413845
2004-01-30,test,0.009959,0.014846,0.006857,-1.352080,-0.015945
2004-02-27,test,0.005818,0.010781,0.003586,0.678561,0.805819
2004-03-31,test,0.001413,0.005805,0.000228,-0.467403,0.143556
2004-04-30,test,0.000868,0.000342,0.010601,0.258590,0.526951
2004-05-28,test,0.005074,0.007552,0.004377,-0.043710,0.340245
2004-06-30,test,0.013409,0.010312,0.007733,1.008404,0.964084
2004-07-30,test,0.012045,0.015051,0.023026,1.625898,0.945350
2004-08-31,test,0.007168,0.000317,0.005297,0.120931,0.517916
2004-09-30,test,0.014621,0.016152,0.014406,0.617686,0.553550
2004-10-29,test,-0.003052,-0.001617,0.001165,-0.573989,-0.068317
2004-11-30,test,0.009347,0.019212,0.005529,-0.526530,0.018406
2004-12-31,test,0.000851,0.004004,0.003848,-0.859798,-0.181071
2005-01-31,test,0.017088,0.018137,0.010450,2.457467,1.843748
2005-02-28,test,0.010612,0.007157,0.003087,0.475028,0.628649
2005-03-31,test,0.007768,0.006026,0.007269,0.209382,0.086101
2005-04-29,test,0.011086,0.008245,0.007048,0.403893,0.169948
2005-05-31,test,0.005297,0.007299,0.000894,0.251179,0.315325
2005-06-30,test,0.009205,0.013961,0.010058,0.953707,0.610254
2005-07-29,test,0.003601,-0.000502,0.009301,0.038986,0.298241
2005-08-31,test,0.008529,0.001745,0.011260,0.573433,0.654776
2005-09-30,test,-0.006198,-0.005425,-0.001877,0.015755,0.079880
2005-10-31,test,0.005457,0.004167,0.002565,0.409256,0.294975
2005-11-30,test,0.006753,-0.002725,0.004076,-0.275462,-0.127505
2005-12-30,test,0.000326,0.006659,0.004496,1.008157,0.481071
2006-01-31,test,-0.007671,-0.009437,-0.005897,0.254746,0.286620
2006-02-28,test,0.005889,0.006805,0.007491,0.267197,0.441865
2006-03-31,test,0.004793,0.002255,-0.002151,-0.708094,-0.501227
2006-04-28,test,0.003731,0.003749,0.000375,-0.014471,-0.129631
2006-05-31,test,0.002722,0.010069,0.008971,0.526352,0.287714
2006-06-30,test,0.008985,0.004876,0.009980,0.428923,0.288777
2006-07-31,test,0.007166,0.006636,0.009609,0.712882,0.463019
2006-08-31,test,0.007271,0.005162,0.008302,0.198951,0.244184
2006-09-29,test,0.009324,0.006693,0.007172,0.231812,0.369813
2006-10-31,test,0.008998,0.003363,0.005663,0.400005,0.429312
2006-11-30,test,0.000017,0.004270,0.002264,-0.428170,-0.202564
2006-12-29,test,0.016025,0.013999,0.012549,0.361983,0.634271
2007-01-31,test,0.003093,0.004366,0.004322,0.212639,-0.026653
2007-02-28,test,0.005842,0.004325,0.001889,0.118905,0.252857
2007-03-30,test,0.008040,0.006137,0.008878,0.636895,0.411976
2007-04-30,test,0.007895,0.003815,0.004860,0.693012,0.608906
2007-05-31,test,0.009553,-0.001662,0.004482,0.439581,0.271578
2007-06-29,test,-0.001258,-0.000038,0.000988,0.462316,0.352145
2007-07-31,test,-0.007985,-0.013560,-0.012494,-0.955047,-0.552451
2007-08-31,test,0.003720,-0.005898,-0.000139,-0.509140,-0.382649
2007-09-28,test,0.003378,-0.003672,0.004093,-0.112763,0.063833
2007-10-31,test,0.000616,0.000004,0.006101,0.394763,0.243904
2007-11-30,test,0.006319,-0.003290,0.000486,-0.401412,-0.149336
2007-12-31,test,0.005747,0.002278,0.002242,0.252680,0.073491
2008-01-31,test,0.004862,0.011439,0.009108,0.121708,0.222417
2008-02-29,test,0.025347,0.021451,0.024309,1.758331,1.210537
2008-03-31,test,0.015674,-0.001836,0.007990,-0.432922,-0.114442
2008-04-30,test,0.011690,0.011268,0.014419,0.551353,0.648982
2008-05-30,test,0.007432,0.009222,0.004648,0.499663,0.330880
2008-06-30,test,-0.008361,-0.004857,-0.016205,0.245107,-0.176731
2008-07-31,test,0.021532,0.012398,0.021236,0.329579,0.717179
2008-08-29,test,0.001115,0.003962,-0.000631,-1.145763,-0.343413
2008-09-30,test,-0.000167,-0.020210,-0.015076,-0.257051,0.074298
2008-10-31,test,-0.001410,-0.030488,0.005347,0.085160,0.170001
2008-11-28,test,0.008510,-0.009646,0.017759,1.046778,1.150718
2008-12-31,test,0.035461,0.021341,0.034007,3.758952,1.969665
2009-01-30,test,0.013086,0.031122,0.019285,1.790991,1.137395
2009-02-27,test,-0.019921,-0.013619,-0.008469,-0.446086,-0.057993
2009-03-31,test,0.012175,0.010648,0.009281,1.425531,0.131852
2009-04-30,test,-0.032011,-0.020271,-0.041786,-1.913067,-3.704007
2009-05-29,test,-0.002785,0.002789,0.003341,-0.445866,-0.602135
2009-06-30,test,0.014797,0.020488,0.023872,1.268264,0.735634
2009-07-31,test,-0.000156,0.010053,0.001542,0.062188,0.113728
2009-08-31,test,-0.022943,0.010898,-0.008172,-1.659901,-1.512794
2009-09-30,test,-0.010808,0.001963,-0.005446,-1.599092,-1.104162
2009-10-30,test,0.007171,-0.003998,0.010268,0.794006,0.865213
2009-11-30,test,0.007118,0.005655,0.001043,0.138791,-0.204785
2009-12-31,test,0.001972,0.006806,0.002909,0.261298,0.055354
2010-01-29,test,0.005618,0.010801,0.005919,0.285617,0.001057
2010-02-26,test,0.005422,0.011265,0.006490,0.248663,-0.098844
2010-03-31,test,0.003099,0.007279,-0.000348,0.550465,0.364371
2010-04-30,test,-0.004271,-0.006389,-0.002908,-0.063257,-0.583565
2010-05-28,test,-0.011443,-0.009364,0.000844,0.163200,0.182244
2010-06-30,test,0.000484,-0.010559,-0.003016,0.039072,0.293420
2010-07-30,test,0.015523,0.010110,-0.003657,0.389918,0.503771
2010-08-31,test,-0.008033,-0.008216,-0.001224,0.364910,0.442096
2010-09-30,test,0.020879,0.026765,0.032263,0.337760,0.312155
2010-10-29,test,0.007651,0.006985,0.013685,0.013183,0.408654
2010-11-30,test,0.008495,-0.001666,-0.002073,0.286737,0.279858
2010-12-31,test,0.005971,0.009061,0.002941,-0.585347,0.000083
2011-01-31,test,-0.000644,0.009767,0.003809,0.141081,0.360371
2011-02-28,test,0.000214,0.001659,-0.000541,-0.640013,0.126831
2011-03-31,test,0.008453,0.006891,0.003522,0.849505,0.427679
2011-04-29,test,0.002153,-0.001516,0.001811,0.513499,0.090349
2011-05-31,test,-0.000275,0.000908,0.005591,0.470303,0.186569
2011-06-30,test,0.003032,-0.006711,0.000468,0.700431,0.428161
2011-07-29,test,0.001490,-0.001880,-0.005287,0.390598,0.214762
2011-08-31,test,-0.001794,-0.009284,-0.005370,0.065957,0.332086
2011-09-30,test,-0.007093,-0.012089,-0.009226,0.199231,0.177072
2011-10-31,test,0.047745,0.029802,0.038642,3.181981,1.875814
2011-11-30,test,0.009376,0.001016,0.010912,0.780915,1.041195
2011-12-30,test,0.005104,0.008912,0.009319,0.031055,0.134477
2012-01-31,test,0.000902,0.018077,0.007538,0.499729,-0.009763
2012-02-29,test,0.003577,0.010410,0.008649,-0.117935,-0.414589
2012-03-30,test,0.009963,0.009252,0.013026,0.292213,0.350170
2012-04-30,test,0.005893,0.003116,0.004709,1.339796,0.775054
2012-05-31,test,0.005648,-0.002754,-0.004077,0.608539,0.578965
2012-06-29,test,0.004894,0.002103,0.008566,0.092079,0.087576
2012-07-31,test,0.007479,0.012583,0.009539,0.783884,0.668741
2012-08-31,test,-0.000002,0.001215,0.000079,-0.059615,-0.057728
2012-09-28,test,0.004632,0.000873,0.003190,0.550993,0.294452
2012-10-31,test,0.014525,0.001919,0.011011,0.664666,0.696581
2012-11-30,test,0.003812,0.007640,0.007747,0.147936,0.323833
2012-12-31,test,0.000417,-0.000557,0.000461,-0.656400,-0.615086
2013-01-31,test,0.022990,0.013802,0.026228,0.137800,0.232552
2013-02-28,test,0.010561,0.005394,0.007894,0.529527,0.646685
2013-03-28,test,0.008748,0.003474,0.007108,0.249013,0.234348
2013-04-30,test,-0.002565,0.000982,0.001143,0.968086,0.137438
2013-05-31,test,-0.000792,0.005523,0.002458,0.197072,0.291160
2013-06-28,test,-0.000589,-0.001611,0.002183,0.802672,0.608167
2013-07-31,test,0.006991,0.009543,0.003558,-0.081782,0.327633
2013-08-30,test,0.005213,0.002312,-0.000593,0.564608,0.323196
2013-09-30,test,0.002004,0.000912,0.001563,-0.479488,-0.135534
2013-10-31,test,0.014897,0.006970,0.014510,1.029441,0.925043
2013-11-29,test,0.007158,0.012112,0.013326,0.561631,0.782252
2013-12-31,test,-0.002027,0.000746,-0.003512,-0.502506,-0.400764
2014-01-31,test,-0.006333,-0.000861,-0.002565,0.343010,0.249878
2014-02-28,test,-0.001899,-0.000617,0.002993,-0.663851,-0.488826
2014-03-31,test,0.007508,0.004927,0.004692,0.550795,0.152517
2014-04-30,test,-0.003356,-0.007674,-0.006900,0.666349,0.056027
2014-05-30,test,0.003019,0.002335,0.004355,0.247353,0.182872
2014-06-30,test,0.004490,-0.000345,0.003769,0.100931,-0.043331
2014-07-31,test,0.006848,0.007700,0.008218,1.114684,0.738119
2014-08-29,test,0.001988,0.002304,0.005670,-0.599974,-0.411885
2014-09-30,test,-0.000058,-0.003125,0.001941,-0.186645,0.088064
2014-10-31,test,0.016353,-0.001059,0.007614,0.982364,0.890754
2014-11-28,test,0.003798,-0.001655,0.004454,0.045937,-0.088635
2014-12-31,test,-0.011298,-0.013395,-0.003784,-0.223191,-0.089433
2015-01-30,test,0.012057,0.009770,0.013157,0.526222,0.355308
2015-02-27,test,0.009003,0.013238,0.011914,-0.346839,-0.025256
2015-03-31,test,0.008947,0.007604,0.008983,1.067918,0.985461
2015-04-30,test,-0.009941,0.001567,-0.004032,-0.138477,-0.278450
2015-05-29,test,0.023196,0.016653,0.026132,2.155491,1.795431
2015-06-30,test,0.002547,0.002713,-0.000666,0.458372,0.432771
2015-07-31,test,0.014046,-0.004947,0.010081,0.361330,0.197313
2015-08-31,test,-0.003163,0.004510,-0.003993,-0.106177,0.061197
2015-09-30,test,0.017055,0.001018,0.015574,1.144754,1.412232
2015-10-30,test,0.020742,0.007554,0.019179,0.338810,0.789889
2015-11-30,test,0.003518,-0.002003,0.008663,-0.681161,0.241633
2015-12-31,test,0.013300,0.007314,0.012496,0.081164,0.429648
2016-01-29,test,0.012304,0.006264,0.016335,0.427907,0.528393
2016-02-29,test,0.000892,-0.001601,0.000027,-0.681864,-0.521063
2016-03-31,test,-0.011144,-0.000522,-0.001478,-0.355202,-0.628728
2016-04-29,test,-0.024056,-0.009051,-0.027400,-1.956897,-2.351809
2016-05-31,test,0.020424,0.006245,0.021551,1.524297,1.559054
2016-06-30,test,0.004116,0.008093,0.009329,-0.944333,-0.563573
2016-07-29,test,-0.013278,0.005530,-0.001124,-1.665541,-0.686023
2016-08-31,test,-0.002976,-0.006069,-0.004035,0.370555,0.486136
2016-09-30,test,0.002854,0.002894,0.000610,0.659046,0.542190
2016-10-31,test,0.006685,-0.006812,0.006680,1.923316,1.148803
2016-11-30,test,0.021168,0.011650,-0.005168,0.278673,0.170646
2016-12-30,test,-0.000110,-0.002953,0.000250,0.363715,0.399923
